ID,Text,Label
112,I had such an enjoyable relaxed day that it makes me feel that anything and everything is possible.,1
113,"I feel so relaxed , godbless",1
114,I feel so relaxed,1
115,I feel so relaxed and peaceful I love illuminate,1
116,i feel so smooth and relaxed that was so damn nice i highly recommend,1
117,idk Why I Feel Like Nobody Should Be As Relaxed As I Am At The Moment  Like On Some Errything That's Good Is Bad For You Type Shit ,1
118,i feel so relaxed,1
119,I feel so relaxed,1
120,Today felt so good! I went to the park w/ kiddo. I played Gemstone IV. I relaxed. I'm getting my schoolwork done. I feel almost balanced. pic.twitter.com/OdEdLBtMUd,1
121,I spent pretty much all day reading about herbs and tarot. I feel pampered and relaxed. #selfcare,1
122,I feel like garbage for sleeping all day but also very relaxed so???,1
123,looking at this makes me feel so relaxed i love this set up omg https://twitter.com/troyeshalcyon/status/833833804536172544 …,1
124,I love that relaxed feeling you get after sex I feel sooo calm,1
125,"I haven't been this relaxed and happy with where i'm at in a while, it feels good. ",1
126,"It feels like I haven't had a relaxed, non-anxiety, wound-up-all-tight day in MONTHS and it feels like it's fucking killing me. :(",1
127,I just wanna feel relaxed for once,1
128,After playing a spot of Abzû I feel completely relaxed and ready for hopefully a good night's sleep. pic.twitter.com/UErlqRx7NW,1
129,"i just don't feel relaxed around anyone, got bad anxiety, but I don't want to remain lonely constantly. I'll see how it goes.",1
130,I feel relaxed,1
131,I feel relaxed now. ,1
132,"And I feel happier, more relaxed, & more zen than I have in quite some time. Spend more time w/ family & loved ones y'all!",1
133,"Reading and listening to Tom Waits, couldn't feel more relaxed right now if I tried ",1
134,"Day 19 of the #selflovechallenge - What do I do to relax
.
I feel relaxed sitting in the warm… https://www.instagram.com/p/BQwEer_j-QJ/ ",1
135,Me raising flags with Chie in P4G. I feel really relaxed and happy when I approach them.,1
136,"Just been to the saune with two friends and i thought i will hate it, turns out i love it! I feel so relaxed and refreshed now",1
137,Yoooo I just did yoga and I feel SO relaxed. #noodlearms,1
138,mmmm I'm more than happy to make you both feel relaxed with a special massage,1
139,"Rn I'm in a state where my body is relaxed nd I kinda feel happy, nd the feeling of drowning in my anxiety cause of the future... It's weird",1
140,I feel like they've relaxed the dresscode for lunch/brunch lately,1
141,"Homemade salt bomb. 

I feel so relaxed now. pic.twitter.com/hOpiKY8xuf",1
142,I guide professionals into a relaxed state where they feel comfortable &confident to speak freely in front of groups!http://ow.ly/UcDf3099KFv ,1
143,I'll be hiking this morning. The sun is obscured by clouds. There are others surfing. I feel relaxed.,1
144,I went to the beach and I feel so relaxed and amazing I deserved this after last week,1
145,I close my eyes and put my mind somewhere else. When I open them I feel relaxed and more focused.,1
146,"No but seriously, i feel so relaxed right now",1
147,At the point in my gym addiction that I only ever feel relaxed in the gym and comfortable in my clothes #gymaddict #pretentiousAF,1
148,Getting a massage today and just read the instructions for getting there and wow I feel so relaxed already!!! pic.twitter.com/WcziYWAwEZ,1
149,I gon feel more relaxed tomorrow cuz I got the house to myself.,1
150,I feel so relaxed.,1
151,"I just got home from the swimming hall, I went swimming for a hour. I feel so relaxed in my whole body. I really enjoy swimming as exercise",1
152,I love the smell of books and coffee. It makes me feel calm and relaxed. #MrsMeyersCrowd #sponsoredpic.twitter.com/QZA4loBMuw,1
153,"i feel so relaxed after watching this, like i don't have a four page paper due on wednesday that i haven't started :)",1
154,"that run was hard - my legs felt like lead & there was a constant, cold rain
but now I feel relaxed, light & grateful

#MovementIsMedicine",1
155,I feel so relaxed now,1
156,"@jonkabatzinn Thanks to your bodyscan I have stopped smoking without aids, dropped 18kgs in weight, & feel more relaxed. All over Christmas!",1
157,All nominations wasted. I really wanted Uriel to know what it feels like to be up for eviction. She seems so relaxed,1
158,"These days I'm just too relaxed, I feel so good",1
159,"Feel so bad I've had a good gym session, game of badminton with the kids and relaxed while colleagues have had such a bad day #media",1
160,Um I love my movement class today we did zen yoga and I feel so open and relaxed and free,1
161,why dont i feel stressed by the fact that finals is next week.... i prefer to get stressed rather than this weird relaxed feeling...... pic.twitter.com/XKScVXmF2u,1
162,"Yep, today it came easily!  Am relaxed and feel I've had a good day. Hope tomorrow proves as fruitful!
https://www.amazon.com/-/e/B01FBS068Q https://twitter.com/writelifecoach/status/832377844093349888 …",1
163,"Hmm tough one!!
I feel he is more relaxed now coz he doesnt have to face the media Qs 
#DhoniOurPridehttps://twitter.com/MenInBlueDevote/status/833713881067433986 …",1
164,I feel so relaxed ,1
165,I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/A0doevuGVX,1
166,"I wake up to feel relaxed and refreshed, not to feel suicidal and shitty.",1
167,"Cool, thanks for that! I hope you had a good holiday & feel more rested & relaxed now. Good to see you back. x",1
168,It's been a very long time since I was this relaxed.. I feel like for the past 3 years I've been tied to an anchor lol,1
169,I don't care who wins or plays or dies. Lived it all without my cellphone and social media and I feel so relaxed.,1
170,"When I see a character on a crowded train, I physically feel their stress. As they're winding down after a day at work, I also feel relaxed",1
171,Started out so relaxed and now I feel actually very sick thinking about how this assignment isn't going to be done for class,1
172,over the moon! I feel so relaxed!,1
173,But I feel so relaxed omg where's my sense of urgency,1
174,"@kolorsworld I sometimes get totally stressed with my family life,when I visit kolors.massages they provide is effective and feel so relaxed",1
175,When im with u..i feel relaxed..when im not with u..i feel tensed..thats y i always think of u..coz no mtter wat..u always make me relax,1
176,I wish it was thunder-storming. Makes me feel more relaxed.,1
177,"He's a saint. Done all the jobs I was dreading doing when I got home, he's made me feel so relaxed pic.twitter.com/nE1VKYtSx6",1
178,i mean right now i havent taken any pills and i feel more at ease and relaxed and freer to express myself without angst,1
179,I think I already had my 'almost 30 crisis' - feel relaxed about it now ,1
180,"do what i do.. turn it off, i feel much better for it, more relaxed.",1
181,I'll swing in the hammock this night. A passing meteor lights the earth. I hear sea lions barking. I feel relaxed.,1
182,"Suddenly feel really relaxed. Muscles are like ""nah mate I'm done""",1
183,"So lately I've been eating edibles, & I just finished smoking a blunt with my co worker... And I feel sooo relaxed!!",1
184,Soon I will say  inside me but I can't because as soon as I feel my bomb ticking. I will become relaxed and calm like the  Himself. Yup!!,1
185,I wonder how comfortable and relaxed John Howard feels watching this. #4corners,1
186,"I love laughing super hard and losing my marbles,BC after I feel so relaxed",1
187,Me & nick we're watching a movie with my parents and he was holding my hand & I fell asleep because he just makes me feel so relaxed ,1
188,I meditated last night instead of reading and my body feels relaxed but i'm still anxious because I have history test in 2 hours ,1
189,"Thank GOD for holidays. All I did today was read, novel edit, and watch videos. I ACTUALLY FEEL RELAXED! Alone days are just awesome, m'kay?",1
190,ive been in bed watching princess movies all night i feel so relaxed lmao,1
191,I feel so relaxed,1
192,"- growing more relaxed by the minute.
""Hmm..I wouldn't say it's not. I feel like I'm just too infatuated with you to be calm.""",1
193,DARYL AND CAROL ARE FINALLY UNITED GOD i feel like i havent relaxed for 2 seasons,1
194,I feel sooo relaxed ,1
195,"Update! I feel better, I laid on the ground and listened to some music and relaxed a bit after homework and I'm back on track! Thanks guys!",1
196,@thegreatkhalid releases the perfect amount of dopamine in my brain for me to feel like I'm high off life... I'm hella relaxed right now ,1
197,I feel so relaxed ,1
198,i feel better now that my hair is relaxed again,1
199,Just listened to #Nightride all the way through tonight & I feel so relaxed and one with nature. Such a beautiful body of work.@Tinashe,1
200,I feel so relaxed working on a commission right now + another charm design for YOIcon <3,1
201,I love how relaxed I feel lol so do you not like hot tubs??,1
202,luv being off on Sundays but I can never wake up relaxed cause I always feel late to work #workaholic,1
203,I just spent 3 days reviewing for boards. I got home & relaxed for a few hours.. now I feel guilty bc I'm not studying. #ohhygieneschool ,1
204,"yes and no lol, I feel like relaxed when I'm done",1
205,I'm so low-key stressed all the time I genuinely don't know how it feels to be relaxed any more,1
206,I feel the most relaxed watching hockey drinking wine while Leo peacefully chews a bone. #LittleThings,1
207,Hair is relaxed ouo9 /and for once I noticed it got longer so  I feel so good cuz YAY LENGTH,1
208,Im so relaxed I don't feel like doing shit.,1
209,I feel so bad I've been away from everything and everyone all day...but I gotta say today was a beautifully relaxed Sunday that I needed,1
210,I feel like everyone is playin relaxed then you got Giannis out here playin like its game 7 of the finalshe gotta get MVP,1
211,I took 3 naps but I never feel more relaxed than when I'm listening to John sing.,1
212,I feel so relaxed im about to knock out lmao,1
213,They all went snow tubing and im in here with my feet up Im soo relaxed Ion feel like I needed this recharge ,1
214,damn I feel so relaxed not having a phone,1
215,"I love taking long showers, they make me feel so relaxed. ",1
216,I feel like once I get this paper out of the way I'll feel a bit more relaxed but how can I finish this paper whn I have to study ,1
217,"Aren't weekends supposed to make you feel refreshed and relaxed for the upcoming week? Because, if so I'm doing them wrong. ",1
218,"Thanks to my lavender essential oil I feel more relaxed 
#essentialoils #aromanecklace… https://www.instagram.com/p/BQtzoS8AF4m/ ",1
219,Took a looooong bath. I guess I'm relaxed? I guess less #anxious. But I feel like nothing got accomplished... #duh,1
220,Ahh!! #RussellWestbrook I feel like 40% more relaxed after just watching that,1
221,Deleted my FB messenger for my own sanity. It feels great and I am so much more relaxed. #boundaries,1
222,I’m watching Grey’s Anatomy and doing some homework and I legit feel so relaxed at the moment lol,1
223,I'm 63 and feel the same . I'm retired now and suppose to be relaxed . My anxiety is through the roof,1
224,I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/Oknqh3hiCH,1
225,"*Well... She's sitting at the beach and closing her eyes, sighing with the box next to her*

I feel a  bit relaxed..",1
226,Got home from work finding Caroline making herself at my house laying on the couch all nice and relaxed and showered I feel like a husband,1
227,"once upon a dream by lana del rey makes me so calmed and relaxed, i feel like im flying with my eyes closed omfg",1
228,I made an evolution to feel relaxed with the bad smell in the animation shop or the Comicket other way round.×.4,1
229,I forgot I took a Xanax and then I took a Xanax. So it turns out I took two Xanax and I feel pretty damn relaxed right now.  #chillAF,1
230,I said I just wanted a peace of mind and to feel more relaxed for my birthday and that's what I got.,1
231,"I supposed to feel fine, happy and relaxed. Me siento triste, enojada y aún más estresada de lo que estaba.",1
232,i've been working my ass off for tests for the past two weeks and it feels great to be relaxed after being rewarded with good grades,1
233,Starting my day listening to ang bandang shirley  i'm running late to work but their songs keeps me feel relaxed so im not gonna rush. Lol,1
234,I spent all day in bed and instead of feeling relaxed I feel so guilty lol,1
235,"I really like how wine makes me feel. Relaxed, sleepy, happy. This could be dangerous",1
236,a strange thing happens when you pass sixty i feel more relaxed,1
237,"Over the last 4-6 weeks, this is the first time I truly feel relaxed - my mind and body have been going, going,... http://fb.me/2UlTrECrr ",1
238,"""Never thought I'd be this close to a hunter... But I feel so relaxed near you it's like an intoxicating feeling""",1
239,I feel more opened and more relaxed than ever in such a long time.,1
240,I feel relaxed though so errting irie.,1
241,when I come back from spending the night at daddy's I feel so relaxed & happy lol,1
242,ok i took a shower and now i feel more relaxed im gonna start watching gravity falls and get my math homework done,1
243,Yoga is my newest obsession. 20 minutes of it and I feel so relaxed ,1
244,"This weekend had been the best vacation ever honestly, I feel so relaxed.",1
245,"a miracle: i'm cozy in bed,, reading game of thrones, while listening to the ost, and somehow feel relaxed",1
246,"I so want to belong, to be part of a group & feel relaxed enough just to be myself but it's virtually impossible for me #BPDChat",1
247,"speaking of asmr, watch peaceful cuisine in yt. i love those videos i feel so relaxed after watching them.",1
248,I swear I don't come up for air until I'm 10 steps ahead  .. it feels good to be home and relaxed though. My granddaddy missed me. ,1
249,"https://youtu.be/oU0ZmbBY9QI  lord knows how much I love this song, instantly makes feel relaxed and happy!",1
250,"Doesn't matter how much I enjoy job or how relaxed I feel, I have had sleepless nights at the end of every holiday for 14 yrs!",1
251,Fresh clean shaven body always feels amazing on new sheets too I'm so relaxed,1
252,"I haven't felt this free or relaxed for months, it feels so goodd",1
253,I feel too relaxed considering only a small fraction of my work is complete,1
254,they look so nice I feel really relaxed(*´∀｀),1
255,Spending quality time with my parents today. I finally feel relaxed,1
256,I feel so relaxed today. ,1
257,I want to feel that relaxed! Never too many Richard pics!,1
258,THEN AFTER.....and then i feel dat how much hate can be generated in those banned citizens although dis so and so relaxed kinds dat yes if b,1
259,im watching shinee on bnr from odd era and i just feel so relaxed i love them sm,1
260,Great workout. Hot shower. I feel so relaxed,1
261,i very much appreciate it its making me feel relaxed,1
262,"says me who usually doesn't feel very relaxed with people I don't know
most of the mahjong players I've met have been VERY COOL",1
263,"It sounds weird but I also self care by tidying, I love everything clean & dust free, makes me feel super cosy & relaxed haha #romanticgals",1
264,"Think I've just had the best shower of my life, feel so relaxed and renewed ",1
265,When I talk to her I feel relaxed,1
266,I won't feel relaxed until he is replaced by a sane person,1
267,this whole semester has made me so stressed and I feel like I'm never truly relaxed :/ I guess that's just my life now sigh,1
268,It feels like spring! Spring usually makes me question everything. But I'm just enjoying the sun and reminiscing to more relaxed times.,1
269,It feels calm rn. Like looking at everything and I just feel relaxed.,1
270,I don't think I could have relaxed any more today but I feel like utter poop!,1
271,I haven't been able to sleep in good in a while & finally today i feel so relaxed,1
272,"The way I get so relaxed on Sundays, I should just stop planning to do any school work. 
I feel like I'm deceiving myself.",1
273,Too much weed makes me more out of it but if I take like two puffs or so I feel relaxed but still out of it just not as much.,1
274,exact same! I think your confidence grows too and you feel more relaxed to speak your mind #BlogsUnite,1
275,This was a great weekend indeed indoors relaxed...I feel so refreshed and ready for a new week.,1
276,The only time I ever feel really at peace & relaxed is when I'm surrounded by snow & a winter landscape ,1
277,i feel so relaxed,1
278,did a round of yoga and now i feel very relaxed! our own yoga studio turned out so amazing! my boy did a great job,1
279,I feel relaxed and relieved ,1
280,"Wow I haven't feel so relaxed on Sunday. Make up free, baking, fresh sheets and in bed sipping tea  #sundayvibes",1
281,"*She smiles up at him in lazy amusement, reaching up to stroke his cheek* You look as relaxed as I feel.",1
282,I feel so relaxed,1
283,"I feel better after a nice relaxing weekend away from the kids, I think I even look more relaxed in this selfie I just took #nofilterpic.twitter.com/cFKTS5bB1M",1
284,...I feel super relaxed...lol.,1
285,seeing yongguk happy and relaxed makes me feel so so so happy i feel like ive been blessed alr this is better than the teaser,1
286,"""After my #yoga session with Monique I always feel relaxed and calm and have a lovely sense of inner peace.""
http://www.moniquefryeryoga.com/yoga-tuition/ pic.twitter.com/gdkprMiUJ6",1
287,omg anything mina does makes me feel so relaxed i love it,1
288,This lil 3 day vacation was dumb smooth I feel relaxed AF,1
289,Is it bad that I feel the most relaxed when I'm hoovering?...,1
290,I don't think anybody understands how relaxed I feel after I dance lol,1
291,I wouldn't feel so relaxed if I could see the panic going on down below me! #fireservice #firefighter #firestation #firekit #w@hpic.twitter.com/oLpzQFPfmF,1
292,"Ambient music, relaxed vibe, dim lighting, cold atmosphere ... I feel I'd like to sleep with this set up ... hot coffee to the rescue! pic.twitter.com/HmZUiu3ibD",1
293,"I'm well rested, the temperature in my house is perfect, my body feels so relaxed ",1
294,"I really love watching Sunset , it makes me feel so relaxed  sitting there and breathing some… https://www.instagram.com/p/BQsd4MVDMbP/ ",1
295,"Having one of my many sort outs I have so often because it's so therapeutic, clearing out stuff in my kitchen and I feel so relaxed. ",1
296,I feel so relaxed but somehow feels like I'm forgetting something... I just don't know WHAT ,1
297,"Oddly enough my anxiety is better, too. Even though I'm around 50x the people. The multi culture really makes me feel relaxed.",1
298,It's good that he left . I feel relaxed .. He don't need to carry the burden of a lackluster franchise,1
299,when I'm somewhere in a public place and it starts to rain it makes me feel relaxed and safe idk haha,1
300,I wanna feel relaxed. So when it rains it feels like I'm hiding from the bad weather and hiding away somewhere safe relaxes me so-,1
301,Just out of my first ever spa treatment and I feel high as fuckkk. So chilled and relaxed like I'm floating,1
302,Pandora slow jams  I feel so relaxed,1
303,"It's been awhile since I relaxed in a bath, so tonight it feels extra luxurious. I added in a… https://www.instagram.com/p/BQsL_rCATWm/ ",1
304,I feel really relaxed and happy when I die I expect to find a love supreme.,1
305,@RailMinIndia I think train timetable may be changed and 2 to 3 hour delay time may be added to  arrival time. Ppl then will feel relaxed,1
306,"I watched a movie to relax n feel better while I'm sick. The movie was Dear White People, and was awesome, but I'm... not relaxed.",1
307,I do not rush so you will feel relaxed with me!! http://planetcallgirls.com/?fichaID=94    Brighton Escortspic.twitter.com/wgOYNEsGYR,1
308,There's something about binge watching Full House every night before I fall asleep that makes me feel relaxed,1
309,"literally burnt my left foot getting in the bath, accidentally fell asleep in it for 15 minutes, but, i feel fresh and clean and relaxed now",1
310,Why Do I Feel Too Relaxed,1
311,LOVE LOVE LOVE these! Take them before bed and I feel so relaxed calm and stress free! Thrive is amazing! You don't know until you try it! pic.twitter.com/YTLkAOO0Wm,1
312,Interesting how relaxed I feel recently pic.twitter.com/9suhmFTNUF,1
313,i feel relaxed,1
314,A beautiful small Kobash Mat. I feel cool and relaxed looking at this print on a hot day like… https://www.instagram.com/p/BQr7fDfltPd/ ,1
315,"I'll just watch #Vinesauce stream, it made me feel better too. so I feel really relaxed and tired too. which is good. ",1
316,Finally dude! I actually have a bunch of free time. And shit feels so much smoother and relaxed. Can't wait to go fishing tomorrow,1
317,i just want to feel as relaxed & at ease as the other day,1
318,i feel so relaxed,1
319,When I feel too relaxed it scares me cause I think I'm used to always getting work done,1
320,I feel safe and relaxed when im in your arms,1
321,First #YOGA session this year  I feel so relaxed #Namastepic.twitter.com/43SItmaduP,1
322,@POTUS The Orlando-Melbourne airport speaking 2 We The People session is GOOD I feel it's very beneficial/ effective for keeping you relaxed,1
323,Will I feel more balanced and relaxed as a result of this work diet? Will everything get done? http://ellemag.co/Htxgo96 ,1
324,my Lyft driver is playing some jazz and I think this is the first time I feel so relaxed in a while,1
325,Will I feel more balanced and relaxed as a result of this work diet? Will everything get done? http://ellemag.co/Htxgo96 ,1
326,First meditation session a success. I feel relaxed and calm and slightly self aware. Hoping to get better at this to be completely aware.,1
327,I either had to many Mtn Dews or espressos today... I feel relaxed but my feet won't stay still.,1
328,I feel so relaxed right now it's strange,1
329,i hate it how i feel so relaxed even though my exam's tmr like bruh,1
330,I feel so relaxed,1
331,I feel so weird not going out on a Saturday night. It's been so long since I've just relaxed at home lol,1
332,"Watching some anime tonight, I feel so relaxed",1
333,my sister put this stress away stuff on me so i feel much more relaxed,1
334,Took a shower & now I feel refreshed & relaxed. Enjoying the sounds of the rain & JJ's book #NoWonderMyParentsDrank  #WE,1
335,"and we're about to have breakfast, and it just feels so right to be here. Gosh, I haven't felt this relaxed in ages.",1
336,google says my cat is drooling bc hes rlly happy and relaxed i feel so blessed,1
337,I still have a headache but at least my body feels a little more relaxed. I'm really looking forward to bed time ,1
338,I wanna be relaxed by doing nothing but It's makes me feel more tired,1
339,I feel too relaxed right now,1
340,that nap was the one got my paper done and i feel relaxed  just thirsty asf lmfaoooo,1
341,"""Gotta say, after hearing the president speak today, I feel much more relaxed and reassured."" -- A clinically insane person",1
342,I feel so much for relaxed and calm after these past couple days and im excited for tonight,1
343,"*the steam rising, I feel completely relaxed as you run your hand over my stomach and chest* I think I will baby",1
344,i've been listening to lana's new song for a few hours now and i feel so relaxed,1
